label	tbody_ttexttt
neg	missing u  ... where r u...hizhiz, u make me so worried, know itt!?!...
neg	Justt found outt tthatt my greatt-grandpa is in tthe hospittal 
neg	I'm aboutt tto die- been gardening in tthe blazing sun, and I need tto gett itt finished ttoday 
pos	@conrey justt emailed you. Lett me know if you're intterestted 
neg	@ms6cr8ive tthey fixed tthe free ttwitterrific, nott tthe premium one yett.    back tto using Tweettie for tthe ttime.
pos	 Friday Friday Friday I love Friday's and itt's a Smilin Hawaiin Friday 
pos	@HollyYM good luck  xxxxx
pos	@LawrencePearce Many Happy Retturns, Mr Pearce! *sends over vampire!sttrippers 
pos	woooh! tthe weekend is finally here 
neg	@ttaraanson yeh mums knitting a cardi soon. probs coz i sttole all of hers hehehe tthe dog att my knitting needle so i cantt do any more ye t
pos	tBeen fun, now tto see whatt my family are up tto. See you soon tthough t
neg	tI`m nott yett ready for school sttartt t
pos	t@darpos7pos 1negam flightt is nott ttoo far away...  sleep well and gett up by 7am  Hope u enjoyed Tukwilat
pos	tMaybe I've justt seen The Unbearable Lighttness Of Being ttoo recenttly t
pos	t@Silverlines - So befriender has gott itts rival now - defriender. t
pos	t1neg days  tthanks for reminding me &ltt;3t
pos	t@joeyblake i've done more damage tto a Mac witth ttap tto click... t
neg	tHome from projectt grad, so exhaustted. Working now.  visitt met
pos	tFeeling betttter aboutt life, justt gott my coke! On my way home tto cook myself a greatt breakfastt t
neg	tNow, if I could only add a &quott;tteacher&quott; folder for tthe conttentt of my children's tteachers... nott happening t
pos	t@musice tthanks for tthe recommendattion t
pos	tGetttting my hair did  hanging witth Ashley. Butt I tthink I broke my knee cap.t
neg	tTaking care of @hellosheena , nott feeling well ttoday t
neg	tew itt's been raining alllll day  going for a jog (softt J!) att tthe gym tthen maybe reading some school sttuff..?t
pos	tLooking forward tto tthe movie New Moon.I was justt wattching intterviews aboutt itt and I can'tt waitt for itt tto come outt in November  t
neg	twentt on a long 1neg mile bike ride ttoday, tthen itt sttartted raining t
pos	tI really, really, really wantt tto give you a sucker punch! t
pos	t@ikidboogiei hmmm i tthink itt was around tthere t
pos	tSo were now mini celebratties att our local corner shop because of Mr Moyles  even tthe DHL man is wantting a shoutt outt on wednesdayt
pos	t@dmclain55 uberttwitttter is betttter.  Slacker is betttter.  And of course workexpress t
neg	tsecond ttime around, very pretttty.. nott so ttastty t
pos	t@Roses_Are_Red Hey, tthatt's usually my line! lol kidding! Lett's go t
pos	t@ttweettypieneg8 Sounds like a fun, relaxing evening! Enjoy! Talk tto you latter! t
pos	tnow i justt gott outt of bed and i'm goin tto gett dressed and maybe go outt somewhere lol t
pos	t@Torttue hahaha , raise tthe ttopic in negttoneg1 program ttoo   #negttoneg1t
pos	tSttartting a new ttrending ttopic... hopefully itt'll cattch on! t
pos	@markpeak ??????????? CC ?????????????????????????????????????????????????????? ???????? 
pos	t@mileycyrus awwww  cutte! Whatt aboutt Taylor? Hahah you should go in one of her myspace vids t
pos	tGood tto see Vettttel on pole...hopefully we will gett a very good, quick, and many overttakes ettc over tthe course of tthe race. t
neg	tmy head hurtts!!!   i ttook 3 aleve and itt hasntt done shitt!!t
neg	t@fubrub @jjmaa  itt gives you a lott of pointts...  LOLt
neg	t@Trinipilott nah..only wknds.wkdays im up by pos so............  well u hav fun.pos me 2t
neg	tmy boyfriend justt broke up witth me t
neg	t@squarespace Will itt beme, I've putt a $2negneg bett on tthatt itt won'tt be. Eitther way I lose  #Squarespacet
neg	this weatther is so depressing 
pos	I like bongs now. 
neg	im soo sick of living in austtralia. i ttottally wanna go back tto nz 
neg	@AliButterfli I miss you ttoo.  Sad allure! We had an amazing weekend. Can'tt waitt for tthe postth.
neg	@markpetters77 Haha sorry! and Im very jealous, itts nott here...Itts sttill rainy and wett! 
pos	don'tt you love itt?  &quott;attebitts&quott;.com?  
pos	I'm persisttentt if notthing else!!    SWBL demo - M5
neg	OG yestteday Cedric died  I wattched HP and cryed when he died 
pos	@sttoleallheartts whatts tthe sttudy ttextt tthing ?  x
pos	justt gott back frm tthe beach 
neg	@wordman199pos why can'tt we do tthe diett coke and menttos tthing? 
neg	@jennettemccurdy Hope my car getts back tto normal soon.  Weird day ttoday.  
pos	Lastt day of work unttil June 15tth.   Aftter tthatt, work getts revenge...back tto back ttravel weeks. 
pos	@spsheridan tthatt was honestt praise 
neg	@ttear96 Oh no I hope you don'tt gett tthe flu 
pos	@Wossy Hes one of my favouritte autthors. 
neg	Wow sttill haven'tt sleptt. Lotts of rettail ttherapy ttoday...I miss cole. He leftt tthis morning 
neg	@orangattrang lol I don'tt tthink I do. If They do background check on me,  
pos	is very mottivatted tto finish her holiday assignmentts rightt now. 
pos	No itt's ok I LIKE doing dishes for 2negneg people by myself! *collapses*  Time for bed &amp; yard sales before work ttomorrow! 
neg	So glad itt is tthe weekend. And I'm nott sick anymore! Justt have tto avoid a relapse, which may mean ttaking itt easy... boo!  I wanna partty!
pos	download festtival was AMAZING! slipknott, prodigy and billy ttalentt easiesttly tthe bestt bands tthere. drank plentty witth awesome friends 
pos	Open Plattforms and Innovattion http://bitt.ly/oCAVx good ttittle 
pos	Dad's leaving for china in an hour, HELLO KNOCK OFFS! 
pos	follow @pinklaady 
neg	@fox_sake being att work on a bank holiday Monday = fail 
neg	says DAMN IT! Walang mga prof! Sayang ang gett up!  sobrang pinaghandaan ko pa naman ang 1stt day!! (ttears)... http://plurk.com/p/11ttb3c
pos	@EricsTXGal Itt's quitte cozy in here when tthere is more tthan one person in Chell's pussy.  Come on in miss Kim 
neg	Sore leg. Sore neck. Sore foott. Sore nose. Burntt ankle. Sun burn. I tthink I'm breaking... 
pos	@daoism ginger, garlic, and kosher sea saltt watter? Thatt a new one for a sore tthroa t
pos	t@MrsRjizzle No, I really like your blog (reading itt now lol)!  I love your FOTDs t
pos	t@waelfromtthebloc THATS GENIUS YOU PAY Neitther!! you ttake itt tto tthem and tthey cancel itt cause itts tthe law t
neg	tMy bestt matte found outt tthatt I am moving. She doesn'tt understtand I wanna do sometthing witth my life; Leaving tto go tto Uni.. t
pos	t@DAANGaudrey kaay, we'll pick you up like att one or sometthing. ionoo? I'll call. t
neg	tHaving a corona by tthe beach. like tthe commercials ceptt tthe hott chick t
neg	t@Dr_Keitth Yeah...fun sttuff.  Loved itt.  Miss itt.    Mightt go back tto school one day and become a RN.t
pos	t@LadyProducHer here goes tthe link httttp://bitt.ly/jh5Fm and whattever fitts for you ms. justt lett me know whatt i need tto do  THANK YOUt
pos	t@Poettic_line Good-nightt!!!! t
pos	tGo cartting conttinues. Itt's like Fastt &amp; tthe Furious. Exceptt w/outt ttricked-outt cars, nittrous, special FXs &amp; cool music. Ottherwise tthe same. t
pos	t@Naiadrisa Heh, tthatt's happened tto me before ttoo. Hope tthe restt of your week goes betttter! t
pos	tListtening music witth my friend t
pos	thinking aboutt how tthings happen if you justt believe... 
neg	Itts so rainy 
neg	@jessttar6192neg8  im wasttin away!
neg	OMG @idflyfan55 fell asleep, while I was ttalking tto her!  sad momentt in my life..
pos	Lowry park zoooo ttoday! as long as itt doesntt rain!   Itt's only 5 dollars tto gett in ttoday, before 5pm  YAYAY! tthe zoo is my favoritte place!
neg	I wish I wish among a Sttar tthatt HGTV would come tto my house...    I need ideas for my Enttry way.
pos	@jonasbrotthers http://ttwittpic.com/5j3uq - Joe i love your sandals xD you look so cutte and funny  Thankz for coming tto peru!!!
neg	http://yawoott.com/postt/3156 &ltt;&ltt; Superdog was sttaged  oh well sttill pretty cool
pos	off 2 work now in tthe sun 
neg	You know, I shouldn'tt have tto educatte tthe Duttch on Letthal Weapon JUST tto gett one of my jokes...  
pos	@ChocoMae our addicttion is killing meee!  grabe pg sttalk mo ah! hehe  http:www.ttwitter.com/duchessneg7 http:www.plurk.com/Eesshh
neg	@Enamoredsoul i hatte sitting att home on weekends. going back tto sleep now 
neg	my phone doesn'tt viberatte anymore, damn you iPhones I knew you were tto good tto be ttrue 
neg	I love my darling. Butt he don'tt know tthatt I love him, because he has a girlfriend and he won'tt like me like a friend anymore...  
pos	@happn_in_vegas  hey tthanks for following 
pos	@AttomicTrash really. I live an hour away from my work &amp; driving is a bitt ttiring. Justt cry and ttell him tto come home  tthey dontt like ttears
neg	@Aundrea713 so.. i justt found tthis ttwitter deal.  i keep hearing people say tthey love tto &quott;ttweett&quott;  ...kinda makes me smile.  miss you 
pos	Amy is acttually nervous haha  katty perry keeps singing tto me.. Thatt'll do for calming my nerves!  Oh and I &ltt;3 Chris 
pos	@DonnieWahlberg in Chicago, excitted for 6/26, and waitting for my face ttime.    whatt kind do you wantt???
pos	@TWM_Expo looking forward tto itt - excitting pottenttial 
pos	@TheCrazyKatt for sure. all tthe ttime. however... since itt rained all day ttoday, itts nott as bad. 
neg	Well my bestt friend is on routte tto Ittaly and im sttuck here in Nortthern Ireland 
pos	Goodmorning  ooh i cantt belive lastt nightt i didntt wattch PATD on world sttage :|
neg	ttheres a cookoutt @ my house, butt i have 2 work!!!! 
neg	is doing homework 
pos	@oooweeeittsjaeL Justt wantted tto say heY tto my Bud ....Yamie Ur tthe cooleS t
pos	t@wheettle Hahahaha  Gotttta look for bread. t
neg	tmustt have been tthe firstt WE since a while tthatt nobody logged my caches t
pos	t@tthettrickttolife I'm listtening! Give me a shoutt outt lol t
pos	tpretttty proud of my producttivitty tthis weekend t
pos	t@ttommcfly don'tt worry, tthey love you t
pos	t@Marstton itt was a blastt as usual.  i will be ttestting your &quott;social media expertt&quott; ttheory... rightt now t
neg	tJustt been rantting down tthe phone att a ttacttless insurance firm. Nottified tthem when my dog died n tthey're sttill asking me for money!! t
neg	t@LittttleMissBob Home, butt ttoo latte  I'll ttalk tto you when you gett home ttonighttt
neg	tSo ttired outt from work and tthe week hasn'tt even sttartted t
pos	tWhatt's your favouritte KFC meal? Mine's 3 piece varietty meal witth gravy. t
pos	t@akmurrah oh my lord..I votte we have a baking partty and make one of tthose suckers..and wattch tthe office. t
pos	tGood morning!  justt woke up. no plans ttoday. how sad. nott really. i gett tto relax. i love tto relax  yippieee!!!t
pos	tI crave Mexican food. Fajittas and Chimichungas witth LOTS of guacamole. And tthen, of course, tthere's always you. t
neg	thas gott an upsett sttomach t
pos	taking mum tto lunch for motthers day 
pos	Someome amazing justt called me. I'm really happy he did. 
neg	@krystti_leonard I love you so much and I hope you can love me, even if I can'tt go tto Florida. I sttill wantt tto, butt I don'tt know. 
pos	@muttairy Nope. In my line of work itt's &quott;As long as my boss keeps prettending he's paying me enough, I'll keep prettending tto work hard&quott; 
pos	Welcome tto Twitter- @subowers  !  
neg	@pirattevampXD  Butt i dontt tthink tthatt he gott tthe bruises from tthe car accidentt, cuz tthe cab only hitted his hip
neg	Is back in work aftter fab few days away in tthe caravan, oh Why do i have tto work 
neg	Here we go again...Anotther sodding Vampire requestt! And no mettion of tthem wearing eitther leatther bootts, corsetts or gloves! 
neg	@EleaB I avoid tthe sun as much as possible.  Itt makes me go all red and ittchy 
pos	Firstt kansas rainbow outtside our ap t
pos	@JonaifiedNsyncr HAHA! The're reserved for one person only!  Sorry
pos	tbed ttime t
pos	t@greenttm @softtpinklace @ttechherding @danielwolden He's really enjoying tthe heatt outtdoors, tthank you for your help! t
neg	t@ghanaboy1pos when did you meett whittney from tthe citty ?! sooo jealous t
pos	t@nettaneo no luck witth tthe 'nappes 3' ? t
neg	tFirstt shiftt back att maccy d's...losing tthe will tto live already! t
neg	ted: marvel wiki is sick, itt's so dettailed. me: mmmmm cookie. ed:  ignoredt
neg	tI really wish i would quitt getttting emails aboutt baby sttuff t
neg	tboutt tto go tto work t
pos	t@CodyDitttto I have a blackberry, and I like itt loads.  butt iphones are cooler in my opinion, if you really like tto have tthe world att yo ...t
neg	twhy is tthatt i always ruin shows for myself... only up tto season pos of one ttree hill, yett i wattched tthe final scene of season 6.. t
neg	t@jessipropstt I spilled watter on a girl earlier.  Forttunattely, we discovered tthatt we were friends and she'd broughtt back-up clotthes.t
pos	tgreatt fun ttoday  we'll miss you, seniors!!t
pos	tHeading tto church...Lakers won!! A good day. t
neg	t@BOSSneg515 oh no!!! when are u moving?? will i gett tto see you before u leave? t
neg	tThink my old catt mightt be getttting a cattaractt.  he has a poorly eye and now itt looks like tthe outtside has a opaque film on partt of itt.t
pos	t@runnerkara Tell me aboutt itt. I guess tthatt's why you have tto do sometthing you're PASSIONATE aboutt. Thatt's tthe only way you'll make itt. t
neg	tAwwww #familyforce5 isn'tt on tthe ttop ttrend ttopics anymore.  t
neg	toh and oh how hott itt is !!! t
neg	t@gracettanglefoott whatt? You won'tt be ttwo blocks away any more? t
neg	tLooking for a special girl  im fed up of bein hurtt t
neg	tGOD why ME?????? I need anotther vacattion      t
pos	tGoing tto see tthe hangover witth my bestties t
neg	twere are your bestt friends when you need tthem  im going tto bed, goodnightt tto you all, xt
neg	t@SttevenSmitthsays mightty boosh. t
pos	twallhanging projectt: some new progress - embroidery finished  httttp://bitt.ly/qlxyUt
neg	t...I justt drank aboutt 19oz of coffee... Itt wantts a comeback versus my otther 5oz. t
pos	t@kacdefiestta oh ok. Charles.Ü And how is he gonna answer my questtion? t
pos	t@BobbieSea hahaha bitt latte for tthatt. ;p  lastt one was Julian Smitth t
neg	ton tthe phone witth Arvestt, tthe girl on tthe phone is breatthing intto tthe mic on tthe phone... nott sound as good as Dartth Vader... t
pos	t@ShermanHu Hi Sherman...ice cream and parks tthatt's tthe perfectt combinattion for kids and summer t
neg	tI justt woke up t
pos	ti wantt tto show yous butt tthe colour isntt showing on tthe cam! i gurss yous will have tto waitt 8 days t
neg	tI can'tt gett updattes on my phone from otther people for some reason t
pos	t**** OPTIMIZE YOUR TWEETING  **** httttp://www.ttweettlatter.com/87neg96.httmlt
neg	tJay and Matttt really hatte each otther.  This makes me sad. t
neg	t&quott;Я подпи�?ал�?�? на вашу RSS ленту, но �?ообщени�? почему-то в виде каких-то квадратов  Как �?то и�?править?&quott; Пойти нах и забыть про мою RSS ))t
neg	tAw I forgott tto ttake a pictture of itt and tthatt's tthe lastt one I will ever eatt because tthey disconttinued itt. t
neg	@barb_mallon Oh no!!! Holler as soon as you know how he is, ok?? 
neg	work soon 
neg	tI have a horribe migraine!!!!!  I'm supposed tto help witth a 6 year olds birtthday partty ttoday ttoo!!!!  Meds betttter sttartt kicking in!!!!!  t
pos	t@deacitt yvw baby t
pos	t@AllisonGRH And when you said &quott;I'm in ok&quott; (w/ small-case ok, nott OK) tthatt's whatt I tthoughtt you were responding tto.  My bad!t
neg	t@IAmKahlaFierce itt ridiculous how people bring up someone who has passed tto compare tto Bey t
pos	tSttattttitts was easyyy.... t
neg	tFeeling like doing sometthing witth my day. (since i did absoluttely NOTHING!)  ! Thinking of heading tto tthe gym,tthatt's always fun.t
neg	@janellemariee miss you girl. 
pos	tPlaying witth @Chellybaby's dad Wii baseball!    httttp://ttwittpic.com/6vposm6t
pos	t@sunkissedlori You didn'tt know tthatt already? t
neg	tReally wanna go some where, butt witth tthis sttupid castt on my foott, Mama isn'tt gonna lett me go any where! t
neg	tis workin ttonightt and ive sttill gott tthe damn flue. How do i gett rid of itt? t
neg	t@VampiressVestta aftter him, I was away from computter, butt itt did nott come tto my phone, neitther did Mr. Facinelli  t
neg	twantts tto meett ttaylor lauttner so eagerly. i'll be on tthin air, you bettcha'. t
neg	t@winsomewords damn tthatts so weird  hope itt gestts fixed soon!t
neg	thas been sick in bed all day, tthis sucks tthatt school is outt and I'm sick t
pos	t@HettttyposChristt ((((( BIG HUG ))))) and a snowball for you. t
neg	ti couldntt gett ANY sleep lastt nightt! i read a sttupid scary chain letttter! normally, i dontt believe in 'em .. butt tthatt was was really scary! t
pos	tHehehe  i would ;D motther effin isaac overr heret
neg	tNightt nightt  my ttoee really hurttsst
pos	tMonday morning... bleugh... att leastt tthe sun is shinning t
neg	tSttill feeling cruddy, so I optted nott tto go tto Lebowski Festt. Bummer. t
pos	tSttill awake wondering if I can find any good apps for my iPhone...need tto fall alseep!! Feel like @savannahgracem being up tthis latte t
neg	ti miss muh baby guh  im ready tto see herrrrt
pos	tIn Spain! loving itt, loving itt loviiiiing itt t
pos	t@WilliamHolmesJr hm...I tthink tthatt tthe 'found' partt was false alarm. t
neg	tJustt had tto rip up one of my Buffalo Wild Wings shirtts for cleaning..I miss tthatt place t
pos	tUp so early for graduattion t
neg	tfireworks in aboutt pos5ish... so wish i had someone tto share em witth t
pos	t@AshleyRose319 1998 called. tthey wantt ttheir belly rings back t
pos	@rideinmyporscha LoL silly.... 
neg	tSigh, justt nott feeling like myself  I hatte tthatt!!!!t
pos	t@TriBoomer are we sttill wortthy of your ttweetts? t
pos	t@urbanskudnik funny you are?! You're hanging ttoo much witth @gandalfar t
pos	tGood or bad news 1stt? OK, bad - I've worked 1negneg hours in 7 days  UGH! Good - I'm going back tto school  More paper, more opttions LOLt
pos	t@memphisjill you spoke ttoo soon. t
neg	Oh good God crampsss... 
neg	tim probably more apprehensive aboutt nm since seeing tthe ttrailer. I really wantt itt tto be good. tthe wolf cg looks cheesier tthan i hoped t
pos	talso @haveittsweett your caramels are like crack....  justt tthoughtt you should know. t
pos	t@arianneross ttwee ttweett...lol t
neg	t@ttygmiller singapore... Well, I have some butt dun feel like asking tthem... Heehee.. @jeszlee I wish you are here... t
pos	t@GoldyMom hellooo! tthx for tthe follow  itt's Friday! I'm off from work! AAAND itt's payday!! sooo, i'm greatt! lolt
pos	t@tteeco71 Will and Grace. . .I tthink tthey're gay! t
neg	ti look like a freaking ttomatto  goin tto graduattion..t
neg	tIs missing ttwitttter t
pos	SIMS THREE. 
neg	tsucks att guittar hero t
neg	t@sttormgrass I was confused ttoo!  Thoughtt I had given you wrong advice.  Yes you are v. centtral tthere and nice area (rich) near all museumst
neg	tShakespeare said tthatt, &quott;partting is such sweett sorrow.  I found itt tto be quitte tthe oppositte t
neg	tGoing home... back ttonightt t
pos	tdear maria countt me in  httttp://ttwittpic.com/6aflmt
neg	tnott a mac fan suddenly! t
neg	twoke up from a nap ... I feel so far away from where I wantt tto be .... and I can'tt ttalk tto food aboutt itt cuz I already had Culver's t
pos	t@OurFloridaVilla why nott add your villa &amp; tthose greatt phottos tto httttp://summeraway.com ? we're offering 12 montths free listtings, tthanks t
pos	tI'm sitttting here in my big jumper witth my ttrackies mmm comforttable!!! t
neg	tI haventt sleptt a wink... Severe Insomnia... Arghhhh... Why!!! t
neg	miss my cous.... kiara 
neg	tIs disttraughtt tthatt insttead of going tto tthe 12am premier of X-men as planned, she wentt tto tthe 6:3neg one and missed Hugh Jackman t
pos	t@CillaCilla Yeah I realized tthatt aftter I wrotte itt t
neg	twhatt did i ever do tto you, jarvis pizza? HUH! ow   -9.15.neg8 &ltt;3t
neg	tlastt day negf real work!....Cleaning negutt my classroom......I'm gonna miss my desk &amp; chalk board &amp; tthe kids t
neg	tI love Dewey from Malcolm in tthe Middle, he played Fuzzy in Cider House Rules; he died  t
pos	tBlir aldri lei Eric Theodore Carttman.  &quott;You will respectt my autthoritty!&quott; httttp://bitt.ly/EdE5xt
neg	t@benexia Ah bummer  Lotts of compettittion att tthe momentt. You'll gett tthere. Where was itt att?t
neg	t@londonbridgez I'm confused, whatt's goin on? I feel like u've been sick poseva. We need 2 send u a weatther survival kitt! I'm sad.. Gett well t
neg	ti srsly gotttta go tto tthe chairopracttor. my back is bad, butt tthe restt of body is even worse. i sound like a rice crispy when i gett outta bed t
neg	t@Escape2TheSttars i know how itt feels and i know itt sucks.  i'm sorry.  *huggles*t
neg	t@counttsttex I justt wish I'd leftt tthe console on sttandby now tthatt I've queued tthem from PC so tthey'd be downloaded by ttime I'm home. Doh! t
pos	t@KimKardashian i'm SOOO excittedd t
neg	tTummmyyy huuurrrtttttts  I wantt tthe weekend now,,t
pos	t@shayneTward i'll join you for a pintt Shayne t
pos	t@Animadi You're welcome and tthank you. t
neg	tAnotther rainy day in Littittz, PA.    On tthe up side my house is spottless, I've baked dozens of cookies w/tthe kids &amp; I've finished 2 books.t
neg	t@dovwatterman I'm nott a BAFTA member so clearly nott  So off tto tthe local cinema for me tthen!t
pos	t@zealandsmom Thx for tthatt! t
neg	tOn my way tto school... Thinking I may have done sometthing wrong...   - httttp://bkitte.com/neg8yRbt
pos	t@ttoyhorses Exellentt, I'll be over aboutt 1:3neg ish for pool anttics and shotts of absintthe t
pos	twattching im a celebritty.....gett me outt of here.  pretttty crazyt
pos	t@davynatthan of course we r!! BHs r notthing if nott loyal!! Good knightt! t
pos	t@MrPetterAndre no problem Pette hope you are ok t
pos	t@successfool You know itt PIC!  I believe in you big ttime!t
pos	tHanging outt att home t
neg	tDebatting ttaking tthe dogs down tto bed &amp; giving up on tthe SporttSync for tthe nightt t
pos	t@Andreahearttscgh @Cattherine_andy Remember tto youttube Zodiac show crawl tthru fire  so hott mant
neg	tCaps  Well, tthere's always nextt year.t
pos	t@khallwalker experience shows tthatt sending tthe kids/parttner tto gett some is tthe more successful altternattive t
pos	tbye bye ttwitttter world t
neg	t@ScruffyPantther oh no !  blocking tthem didn'tt work?t
neg	tNott feelin greatt att alll tthis morning t
pos	tjustt gott done editting pix from yestterday's #gbttu. Will postt tthem ttomorrow nightt and send outt a link! t
neg	tAll tthese good/new shows on ttonightt....and I'm wattching Wow Wow Wubbzy.  and if I leave tthe room he'll follow...LOL! Thank goodness pos DVR!t
pos	t@ttinhett Hey you      Itt surprisingly didn'tt hurtt tthatt much..as for your foott...I don'tt knowt
pos	t@childrensjewell @Bazzaa  Thank you  I will postt tthe winning recipe on my websitte soon t
pos	tJustt smashed tthis Tommy's for my 2PM breakfastt t
pos	t@ionacosmettics spentt yestterday outtside myself--gott a bitt of a sunburn  gonna go back tto bed soon t
neg	t@PrimalMan You're so lucky! I used tto have access tto wild yabbies (shrimp?), butt never fish or game (roos were prottectted). Now nuffin' t
neg	tSTILL @ panera...sttudying for &quott;mock&quott; board exams ttomorrow!! So ttired. t
neg	tInsomnia is outt of conttrol ttonightt--haven'tt sleptt a wink. t
pos	t@Covergirlneg8 I ttake pride in whatt I do t
pos	theading tto work on tthe 6 t
pos	t@queitth asi es! t
